time,magnitude
361081.7404,1
361086.4727,1
361086.5248,1
361086.9314,1
361090.2336,1
361096.5511,1
361098.5841,1
361099.1864,1
361099.7375,1
361100.2748,1
361102.0092,1
361104.4776,1
361106.0529,1
361106.6847,1
361107.2991,1
361110.7113,1
361111.499,1
361113.6405,1
361116.2184,1
361116.7078,1
361119.1977,1
361119.9849,1
361122.9172,1
361123.0708,1
361124.5427,1
361125.77,1
361128.1983,1
361130.4803,1
361132.316,1
361133.9723,1
361139.4138,1
361139.9953,1
361140.3908,1
361141.9187,1
361143.0128,1
361145.2426,1
361145.9681,1
361146.5155,1
361147.9969,1
361148.9456,1
361148.9998,1
361153.4864,1
361155.9468,1
361156.6347,1
361157.655,1
361158.0194,1
361159.5233,1
361162.0455,1
361162.0746,1
361163.1557,1
361164.7734,1
361170.0405,1
361173.2938,1
361174.0415,1
361178.0026,1
361179.3791,1
361180.4907,1
361182.0159,1
361183.071,1
361185.17600000004,1
361186.0929,1
361186.3669,1
361189.0497,1
361191.2555,1
361192.5368,1
361194.0795,1
361194.9587,1
361195.7771,1
361198.2873,1
361198.7189,1
361199.2482,1
361203.7688,1
361204.2108,1
361204.8923,1
361205.5557,1
361205.6724,1
361205.9892,1
361207.6863,1
361207.9747,1
361209.17299999995,1
361210.6345,1
361213.3844,1
361214.8071,1
361216.1441,1
361218.9269,1
361223.1452,1
361223.1578,1
361223.1834,1
361226.0032,1
361226.1035,1
361227.6033,1
361228.58,1
361230.8402,1
361231.9213,1
361232.4145,1
361233.8991,1
361236.6165,1
361238.5431,1
361240.1257,1
361241.834,1
361250.1162,1
361250.5423,1
361250.685,1
361251.408,1
361255.6766,1
361256.8856,1
361258.3275,1
361258.4071,1
361260.2681,1
361261.7678,1
361262.1755,1
361263.5847,1
361263.7925,1
361263.8135,1
361265.3264,1
361267.3919,1
361269.8753,1
361271.8093,1
361272.3807,1
361273.2891,1
361273.3074,1
361278.1717,1
361278.607,1
361280.0322,1
361280.7234,1
361282.4709,1
361282.7068,1
361282.9475,1
361283.0595,1
361285.52200000006,1
361285.8281,1
361286.2944,1
361287.9292,1
361290.9618,1
361291.2578,1
361293.1148,1
361295.4758,1
361299.2099,1
361299.325,1
361300.5365,1
361300.9251,1
361303.1297,1
361303.3217,1
361303.4923,1
361305.9617,1
361308.0402,1
361313.0488,1
361314.7624,1
361314.9337,1
361315.0309,1
361317.5466,1
361318.3286,1
361319.8596,1
361320.6129,1
361321.3687,1
361322.5282,1
361323.3037,1
361327.5619,1
361329.5899,1
361331.9025,1
361332.1566,1
361332.2829,1
361333.33700000006,1
361336.5009,1
361337.0446,1
361344.05700000003,1
361347.9026,1
361350.7871,1
361352.0418,1
361352.1092,1
361354.5554,1
361354.8384,1
361355.7672,1
361356.404,1
361356.50200000004,1
361358.54,1
361360.7549,1
361361.1199,1
361361.3043,1
361362.0905,1
361362.3409,1
361365.6707,1
361370.3851,1
361373.7794,1
361375.0418,1
361375.6159,1
361378.6767,1
361378.6863,1
361379.0693,1
361379.9638,1
361380.7968,1
361382.8312,1
361382.9961,1
361386.0986,1
361386.7733,1
361387.0629,1
361387.3915,1
361388.3153,1
361388.5761,1
361391.8308,1
361397.8006,1
361400.6115,1
361401.5188,1
361401.5941,1
361401.9226,1
361405.4557,1
361406.7332,1
361406.7652,1
361406.9409,1
361408.8297,1
361413.2874,1
361419.9164,1
361421.5278,1
361423.9805,1
361425.1117,1
361426.3659,1
361430.3375,1
361431.2474,1
361434.41299999994,1
361438.8299,1
361439.7115,1
361441.0805,1
361444.1617,1
361444.77,1
361446.6719,1
361451.5807,1
361451.6236,1
361451.7464,1
361456.1806,1
361462.0914,1
361462.7109,1
361464.2107,1
361469.2439,1
361473.908,1
361474.1893,1
361477.5292,1
361478.5271,1
361479.0779,1
361479.1894,1
361479.2102,1
361479.8933,1
361480.9264,1
361480.94700000004,1
361482.6821,1
361483.8254,1
361486.5621,1
361488.1434,1
361488.5072,1
361488.5481,1
361488.6176,1
361492.125,1
361493.0652,1
361493.098,1
361494.4635,1
361495.6296,1
361497.5987,1
361498.0158,1
361499.7564,1
361499.7584,1
361499.784,1
361501.5689,1
361501.9725,1
361504.0059,1
361507.0138,1
361509.0945,1
361509.5875,1
361510.0138,1
361510.8338,1
361511.7643,1
361512.1285,1
361512.4302,1
361513.4939,1
361514.6558,1
361516.1962,1
361517.8022,1
361518.0091,1
361518.3696,1
361519.6402,1
361520.2528,1
361520.8058,1
361521.1774,1
361521.274,1
361521.9092,1
361524.1076,1
361526.8164,1
361527.4301,1
361530.7307,1
361531.2386,1
361533.0447,1
361534.3229,1
361534.7568,1
361535.7496,1
361539.8776,1
361539.9729,1
361541.7219,1
361542.5411,1
361542.5576,1
361544.1369,1
361545.1588,1
361545.3519,1
361545.399,1
361545.786,1
361547.1457,1
361548.1944,1
361549.4665,1
361551.9669,1
361557.3674,1
361558.4557,1
361562.3213,1
361565.7181,1
361567.1609,1
361567.6664,1
361569.8623,1
361570.0309,1
361570.8151,1
361572.8221,1
361573.4059,1
361576.3485,1
361576.6572,1
361576.8999,1
361578.92,1
361579.774,1
361580.1332,1
361582.1859,1
361583.1587,1
361583.3016,1
361583.66,1
361584.3615,1
361584.4587,1
361585.6065,1
361586.9801,1
361588.1804,1
361588.5918,1
361589.8244,1
361590.0107,1
361590.1292,1
361590.1939,1
361592.094,1
361593.2781,1
361593.4734,1
361597.8766,1
361600.7055,1
361602.3938,1
361603.8379,1
361607.6339,1
361611.0824,1
361612.0476,1
361612.6778,1
361614.3048,1
361615.14,1
361615.9478,1
361617.0564,1
361617.8337,1
361618.3429,1
361620.9327,1
361621.4209,1
361622.3492,1
361625.4676,1
361625.5224,1
361628.0937,1
361628.7643,1
361630.2582,1
361632.4082,1
361634.8636,1
361637.2271,1
361637.8039,1
361640.5254,1
361642.0584,1
361644.5355,1
361646.4842,1
361648.4071,1
361650.3496,1
361650.8719,1
361652.1103,1
361653.3198,1
361657.1443,1
361658.0739,1
361659.7989,1
361660.7578,1
361660.9925,1
361661.9656,1
361662.3051,1
361663.1485,1
361663.4082,1
361663.5013,1
361664.2912,1
361667.0436,1
361668.9163,1
361670.6771,1
361671.5154,1
361672.7767,1
361674.1344,1
361674.3469,1
361674.6263,1
361674.6304,1
361674.6959,1
361674.8481,1
361677.9433,1
361679.7185,1
361680.3852,1
361682.5103,1
361682.6216,1
361683.1417,1
361684.81799999997,1
361687.2264,1
361687.6548,1
361688.6207,1
361690.4241,1
361690.6657,1
361690.7267,1
361692.2663,1
361693.2791,1
361693.3317,1
361693.7227,1
361694.5643,1
361695.9339,1
361696.7148,1
361697.8414,1
361700.2108,1
361701.6327,1
361704.4445,1
361707.1412,1
361707.6351,1
361710.4231,1
361712.7741,1
361713.9413,1
361716.6712,1
361717.1215,1
361717.2592,1
361717.5251,1
361719.6749,1
361723.4159,1
361729.95399999997,1
361730.5731,1
361734.3817,1
361734.7128,1
361735.9262,1
361737.1009,1
361739.5097,1
361741.6116,1
361741.6777,1
361741.8457,1
361743.5706,1
361744.1105,1
361745.3505,1
361748.2493,1
361749.5388,1
361753.4453,1
361753.9463,1
361754.0712,1
361754.3511,1
361757.554,1
361758.6018,1
361759.2877,1
361760.8064,1
361761.4286,1
361764.8959,1
361764.9998,1
361765.2627,1
361769.5902,1
361770.0075,1
361770.2062,1
361771.0509,1
361772.0135,1
361772.2562,1
361772.3796,1
361772.8777,1
361776.9386,1
361778.4518,1
361778.9755,1
361779.6324,1
361779.8533,1
361780.4944,1
361781.8145,1
361782.5172,1
361784.144,1
361789.2276,1
361789.263,1
361790.1319,1
361792.9905,1
361793.1603,1
361796.6614,1
361797.2874,1
361798.5095,1
361798.5184,1
361800.025,1
361800.4739,1
361801.6472,1
361802.3702,1
361802.6301,1
361802.7716,1
361802.8443,1
361802.9507,1
361805.3402,1
361806.0439,1
361809.3085,1
361811.3596,1
361813.026,1
361813.1438,1
361814.1223,1
361814.9683,1
361816.3372,1
361816.8198,1
361818.3881,1
361818.8878,1
361820.0403,1
361823.4011,1
361823.783,1
361825.2343,1
361827.3146,1
361829.0419,1
361831.3117,1
361832.5448,1
361833.7396,1
361833.7736,1
361834.6422,1
361834.8355,1
361839.8344,1
361840.9011,1
361840.959,1
361840.96,1
361843.8527,1
361844.0443,1
361844.1208,1
361844.8628,1
361844.9951,1
361845.4554,1
361846.8474,1
361848.0296,1
361848.2858,1
361848.8488,1
361852.6556,1
361853.7216,1
361854.1339,1
361863.4121,1
361863.8099,1
361863.9761,1
361865.6316,1
361866.5272,1
361867.0233,1
361867.4442,1
361867.6182,1
361868.0215,1
361868.3593,1
361869.1695,1
361869.6678,1
361871.9579,1
361872.0499,1
361872.6707,1
361874.0646,1
361874.5492,1
361875.9255,1
361877.6446,1
361880.1624,1
361880.1986,1
361880.6798,1
361880.891,1
361882.2809,1
361892.0585,1
361899.8698,1
361902.0615,1
361907.1885,1
361908.3104,1
361914.9694,1
361915.2731,1
361917.7155,1
361918.4077,1
361919.8679,1
361920.2017,1
361920.8678,1
361923.0596,1
361923.4975,1
361924.2763,1
361926.1589,1
361926.335,1
361926.8373,1
361929.92299999995,1
361930.2297,1
361931.3728,1
361932.5244,1
361932.5958,1
361932.7287,1
361933.2641,1
361933.8827,1
361935.19899999996,1
361935.62,1
361937.66299999994,1
361937.7424,1
361939.99,1
361940.8718,1
361941.1832,1
361942.7402,1
361943.2429,1
361943.5192,1
361944.9622,1
361946.95700000005,1
361947.3157,1
361948.1378,1
361948.8081,1
361949.6863,1
361950.5846,1
361950.9297,1
361955.7527,1
361955.8158,1
361956.1396,1
361956.9479,1
361958.2537,1
361959.3073,1
361959.6382,1
361962.9158,1
361965.4301,1
361966.0395,1
361966.8342,1
361968.81700000004,1
361971.3242,1
361972.9097,1
361974.1586,1
361974.1871,1
361974.9335,1
361975.9323,1
361978.4118,1
361980.8183,1
361982.88200000004,1
361985.6685,1
361987.2395,1
361987.9675,1
361988.1584,1
361988.7213,1
361988.7252,1
361990.5496,1
361991.2019,1
361991.484,1
361992.9489,1
361994.2813,1
361996.4188,1
361996.6774,1
361998.6765,1
361999.2086,1
362004.1714,1
362004.2515,1
362005.5124,1
362007.461,1
362009.9347,1
362011.3631,1
362011.6587,1
362012.4494,1
362014.2281,1
362017.1137,1
362018.5985,1
362019.1243,1
362023.87299999996,1
362023.8758,1
362024.7323,1
362026.8842,1
362027.1473,1
362029.1139,1
362029.7588,1
362030.4648,1
362030.4923,1
362030.8696,1
362030.9614,1
362031.2846,1
362032.601,1
362033.2758,1
362035.4538,1
362035.9046,1
362037.4752,1
362039.6758,1
362040.0842,1
362040.7604,1
362041.0295,1
362041.2753,1
362043.0312,1
362043.5363,1
362043.7439,1
362044.6177,1
362048.5973,1
362048.9786,1
362050.4783,1
362050.7141,1
362052.8789,1
362052.8901,1
362053.4171,1
362054.2356,1
362055.7421,1
362056.904,1
362057.8123,1
362057.9273,1
362058.2604,1
362058.3441,1
362059.95700000005,1
362060.0999,1
362060.6635,1
362066.8568,1
362067.776,1
362069.7438,1
362070.3837,1
362070.8501,1
362070.9584,1
362071.8478,1
362072.5034,1
362074.2787,1
362075.0147,1
362075.1648,1
362076.4513,1
362076.8224,1
362077.4112,1
362078.4339,1
362079.3512,1
362079.9281,1
362082.5008,1
362084.5813,1
362086.00700000004,1
362086.3802,1
362090.1954,1
362091.7522,1
362093.5771,1
362095.4878,1
362095.5116,1
362097.9232,1
362098.3735,1
362098.5382,1
362098.6522,1
362102.49100000004,1
362103.1141,1
362103.5403,1
362105.7289,1
362107.5667,1
362108.4089,1
362110.9577,1
362112.7178,1
362113.275,1
362115.13200000004,1
362115.3798,1
362117.0512,1
362117.2396,1
362117.7474,1
362118.436,1
362118.8858,1
362120.6223,1
362121.8908,1
362122.1278,1
362122.2251,1
362123.1886,1
362124.7779,1
362125.1496,1
362125.1714,1
362126.592,1
362128.3184,1
362129.9414,1
362130.6048,1
362130.7356,1
362131.0357,1
362131.2249,1
362131.5183,1
362131.9854,1
362137.6975,1
362137.75200000004,1
362138.581,1
362138.7482,1
362139.8175,1
362140.4672,1
362141.6325,1
362142.6727,1
362150.6901,1
362151.8935,1
362153.2982,1
362156.2135,1
362157.0969,1
362157.5552,1
362157.9031,1
362157.9372,1
362158.6571,1
362161.0383,1
362161.1002,1
362161.6461,1
362162.0994,1
362164.346,1
362171.2549,1
362171.2931,1
362171.6719,1
362172.9694,1
362176.934,1
362178.0808,1
362180.6209,1
362180.7359,1
362180.7425,1
362180.9038,1
362182.8537,1
362183.3154,1
362185.5338,1
362185.6457,1
362187.912,1
362189.4772,1
362189.9169,1
362189.9661,1
362190.0985,1
362190.9903,1
362191.5918,1
362192.311,1
362193.2336,1
362194.2545,1
362194.4203,1
362194.6502,1
362194.8211,1
362195.5286,1
362196.5492,1
362202.6362,1
362204.5849,1
362205.0327,1
362205.4197,1
362205.5059,1
362206.0883,1
362208.2272,1
362208.6252,1
362209.1602,1
362209.8113,1
362211.3378,1
362212.1679,1
362212.8088,1
362213.0578,1
362213.2515,1
362213.2594,1
362213.7641,1
362214.9548,1
362216.5114,1
362216.975,1
362217.1905,1
362217.4074,1
362218.3001,1
362219.1087,1
362220.816,1
362222.7967,1
362222.8922,1
362224.2092,1
362227.0402,1
362228.4373,1
362229.5085,1
362229.7741,1
362232.1505,1
362234.5838,1
362236.4364,1
362238.0498,1
362238.2104,1
362240.1909,1
362240.3475,1
362240.9569,1
362241.8302,1
362241.9476,1
362242.521,1
362243.6425,1
362244.8479,1
362245.4051,1
362247.6901,1
362247.7158,1
362252.686,1
362252.7194,1
362253.0609,1
362254.0752,1
362254.4074,1
362254.4851,1
362255.6659,1
362257.6391,1
362259.8205,1
362260.5612,1
362261.4537,1
362262.0421,1
362264.68700000003,1
362270.5803,1
362271.281,1
362271.8199,1
362271.9283,1
362272.8632,1
362275.6811,1
362275.781,1
362277.4597,1
362277.6428,1
362278.1567,1
362278.3239,1
362278.7222,1
362279.5018,1
362279.5658,1
362291.386,1
362292.3636,1
362293.8205,1
362293.8817,1
362294.4473,1
362294.5173,1
362294.5402,1
362299.7048,1
362300.1759,1
362301.4564,1
362302.3676,1
362302.675,1
362303.2464,1
362304.0181,1
362304.6857,1
362304.8431,1
362305.823,1
362307.4687,1
362307.8367,1
362311.2762,1
362311.9209,1
362313.4106,1
362313.5422,1
362314.4651,1
362315.2017,1
362316.0663,1
362317.1549,1
362317.5046,1
362317.7932,1
362317.9877,1
362319.3863,1
362321.5524,1
362321.9234,1
362324.2586,1
362326.8411,1
362329.0119,1
362330.0011,1
362331.2716,1
362333.7099,1
362335.2421,1
362336.0288,1
362336.6175,1
362338.7833,1
362341.0202,1
362341.2933,1
362342.05700000003,1
362343.7799,1
362345.38,1
362345.7156,1
362346.2433,1
362346.9925,1
362348.5308,1
362349.0652,1
362354.8258,1
362355.5799,1
362357.9452,1
362361.3436,1
362363.4524,1
362364.1336,1
362365.5493,1
362366.1873,1
362366.665,1
362367.214,1
362367.3229,1
362369.0118,1
362369.3082,1
362371.3295,1
362373.82899999997,1
362376.8726,1
362377.0442,1
362378.7723,1
362379.3396,1
362379.4343,1
362380.5336,1
362381.5211,1
362381.6443,1
362382.0996,1
362383.0352,1
362383.4673,1
362386.5275,1
362388.9051,1
362391.5673,1
362392.7296,1
362392.893,1
362392.9324,1
362392.9733,1
362393.3452,1
362393.6167,1
362393.77200000006,1
362396.5141,1
362396.5322,1
362397.2997,1
362398.5816,1
362399.811,1
362402.6667,1
362403.4724,1
362407.1852,1
362407.2609,1
362407.9079,1
362410.3858,1
362411.6767,1
362415.465,1
362416.0842,1
362417.0812,1
362417.1853,1
362418.4574,1
362419.6426,1
362419.9631,1
362422.30100000004,1
362423.2124,1
362423.5684,1
362423.7907,1
362424.1777,1
362424.2117,1
362424.973,1
362425.1783,1
362425.27200000006,1
362425.854,1
362426.1351,1
362429.0601,1
362429.8944,1
362430.5416,1
362431.4547,1
362432.1954,1
362433.1207,1
362435.2743,1
362435.5242,1
362436.4963,1
362440.4763,1
362444.74799999996,1
362445.2122,1
362445.8577,1
362447.4538,1
362447.7869,1
362449.875,1
362450.198,1
362450.5455,1
362453.7398,1
362457.2553,1
362457.4524,1
362457.5176,1
362458.0352,1
362459.3461,1
362459.7508,1
362462.0023,1
362463.3603,1
362463.3889,1
362468.0114,1
362469.3798,1
362469.9804,1
362470.8844,1
362471.3426,1
362471.8535,1
362472.0603,1
362472.094,1
362472.6888,1
362472.9257,1
362475.3835,1
362475.6093,1
362476.2201,1
362479.463,1
362480.9081,1
362481.0931,1
362481.5703,1
362483.8559,1
362485.035,1
362485.5487,1
362486.0764,1
362486.3947,1
362486.732,1
362487.315,1
362488.6684,1
362488.8683,1
362489.7863,1
362490.2294,1
362491.8052,1
362491.8733,1
362494.72799999994,1
362496.7023,1
362498.5506,1
362500.6603,1
362500.8859,1
362502.9934,1
362504.0896,1
362505.5227,1
362505.7316,1
362506.1584,1
362506.6749,1
362507.56200000003,1
362507.7546,1
362509.5248,1
362510.4729,1
362510.9696,1
362511.4546,1
362512.894,1
362516.3103,1
362517.8494,1
362522.2454,1
362523.1004,1
362523.5535,1
362523.6445,1
362523.6776,1
362526.5376,1
362527.6528,1
362528.0767,1
362528.5407,1
362528.7174,1
362529.9378,1
362530.2305,1
362531.1079,1
362531.4452,1
362532.1378,1
362534.0906,1
362534.2675,1
362534.695,1
362535.0669,1
362535.9647,1
362535.994,1
362537.1962,1
362537.6334,1
362538.3083,1
362541.9842,1
362542.559,1
362542.7882,1
362543.8985,1
362544.3531,1
362545.1624,1
362548.7748,1
362549.1219,1
362549.5512,1
362549.5759,1
362549.9957,1
362550.6806,1
362551.2163,1
362551.94200000004,1
362552.5892,1
362553.9812,1
362555.0736,1
362555.5415,1
362555.8408,1
362556.3541,1
362556.6668,1
362558.13700000005,1
362560.4983,1
362561.6826,1
362562.0931,1
362565.0887,1
362566.0057,1
362566.7522,1
362567.5771,1
362568.8587,1
362569.9282,1
362570.0087,1
362571.059,1
362575.0476,1
362576.2147,1
362576.3263,1
362576.4065,1
362580.6223,1
362583.848,1
362584.0251,1
362585.3441,1
362585.68200000003,1
362587.7726,1
362587.9177,1
362588.0869,1
362588.6027,1
362588.7957,1
362590.8161,1
362591.4378,1
362592.1491,1
362594.3903,1
362595.3091,1
362596.8925,1
362597.9986,1
362598.2196,1
362601.9321,1
362602.8665,1
362603.0161,1
362606.1851,1
362606.50399999996,1
362608.3691,1
362608.5042,1
362609.9422,1
362610.7958,1
362612.0817,1
362612.1046,1
362613.8443,1
362615.0752,1
362615.409,1
362615.4999,1
362618.2655,1
362619.6011,1
362620.0198,1
362620.0541,1
362620.7275,1
362621.2583,1
362621.3749,1
362622.0213,1
362625.0963,1
362625.19700000004,1
362627.7584,1
362630.234,1
362631.2768,1
362632.0286,1
362633.5548,1
362633.7788,1
362634.8856,1
362634.9572,1
362635.3081,1
362637.7519,1
362637.7728,1
362638.7799,1
362639.9235,1
362640.1558,1
362641.7373,1
362642.7682,1
362647.2038,1
362648.8674,1
362649.154,1
362650.0827,1
362651.8556,1
362657.5511,1
362657.8772,1
362658.1915,1
362658.5,1
362660.1255,1
362661.5382,1
362663.5179,1
362665.3554,1
362667.465,1
362667.6668,1
362669.0103,1
362669.2894,1
362669.6953,1
362671.4942,1
362671.9714,1
362673.5646,1
362676.8636,1
362677.4601,1
362678.7517,1
362680.5015,1
362680.6906,1
362681.8132,1
362682.4955,1
362685.1634,1
362685.2781,1
362685.3089,1
362685.7906,1
362686.5004,1
362687.3489,1
362688.7775,1
362689.9825,1
362690.9948,1
362693.3273,1
362693.9896,1
362699.9734,1
362701.6519,1
362701.9832,1
362703.769,1
362704.7273,1
362705.1863,1
362709.11799999996,1
362709.2152,1
362709.9377,1
362712.4992,1
362713.7837,1
362714.5275,1
362715.0301,1
362715.5202,1
362715.8628,1
362717.0674,1
362717.2212,1
362723.1492,1
362724.5075,1
362724.6279,1
362726.7159,1
362727.2615,1
362728.6871,1
362729.9999,1
362730.961,1
362733.3872,1
362735.9077,1
362736.0709,1
362739.7313,1
362739.9792,1
362740.6715,1
362740.8393,1
362743.4049,1
362744.289,1
362748.7241,1
362748.8101,1
362749.93,1
362750.0277,1
362750.2012,1
362751.5876,1
362753.1663,1
362753.9006,1
362755.3396,1
362755.5166,1
362756.2622,1
362756.8062,1
362757.0998,1
362757.7458,1
362757.7945,1
362758.3812,1
362758.5801,1
362758.81299999997,1
362760.0999,1
362760.2708,1
362760.4744,1
362761.0321,1
362762.5576,1
362763.5903,1
362763.6573,1
362764.4003,1
362765.6206,1
362767.3763,1
362771.3934,1
362771.703,1
362773.0207,1
362773.1014,1
362774.4401,1
362774.5952,1
362775.7213,1
362777.8746,1
362778.8298,1
362779.8652,1
362780.7731,1
362782.2988,1
362783.2036,1
362783.8872,1
362786.15,1
362786.4199,1
362787.1724,1
362787.2748,1
362788.61100000003,1
362790.0575,1
362790.7352,1
362792.0081,1
362792.3418,1
362793.5557,1
362794.4567,1
362797.4413,1
362797.6506,1
362797.7925,1
362797.9598,1
362800.8125,1
362801.6898,1
362805.5817,1
362805.6043,1
362808.2669,1
362808.5031,1
362810.4166,1
362812.0637,1
362812.5202,1
362814.2159,1
362814.4704,1
362814.7125,1
362814.9789,1
362816.8926,1
362816.9829,1
362819.299,1
362820.3374,1
362820.7928,1
362822.6934,1
362825.4943,1
362825.6681,1
362825.9215,1
362826.0703,1
362826.9065,1
362827.5696,1
362827.82200000004,1
362828.03,1
362829.5531,1
362836.2105,1
362836.2475,1
362837.6085,1
362841.0465,1
362841.24700000003,1
362842.8375,1
362843.0937,1
362843.2169,1
362844.9505,1
362845.4912,1
362848.7718,1
362848.9991,1
362849.6045,1
362850.2284,1
362850.8461,1
362851.9452,1
362856.6966,1
362858.4818,1
362859.0611,1
362859.7692,1
362860.0733,1
362860.6781,1
362861.929,1
362863.4428,1
362864.2375,1
362864.9497,1
362865.4274,1
362867.2758,1
362868.4792,1
362869.8397,1
362870.316,1
362873.9425,1
362874.4961,1
362876.0564,1
362877.3624,1
362878.0848,1
362878.1702,1
362878.3815,1
362880.321,1
362880.7448,1
362881.2322,1
362882.3709,1
362885.1581,1
362886.196,1
362886.8323,1
362887.1441,1
362888.5429,1
362888.8083,1
362893.81200000003,1
362894.3599,1
362894.4924,1
362894.9918,1
362895.9708,1
362898.2959,1
362898.8929,1
362903.8939,1
362904.8743,1
362905.1644,1
362906.9553,1
362907.0417,1
362908.1764,1
362908.9053,1
362909.3953,1
362909.6155,1
362910.305,1
362911.0814,1
362911.4073,1
362912.2619,1
362912.9497,1
362914.0169,1
362914.7917,1
362915.185,1
362915.8504,1
362915.9751,1
362917.4483,1
362917.8774,1
362918.2991,1
362921.8447,1
362921.8775,1
362922.7494,1
362923.3152,1
362925.3336,1
362928.4801,1
362932.1885,1
362934.7756,1
362934.8107,1
362935.00700000004,1
362936.5863,1
362937.3958,1
362939.00399999996,1
362940.0195,1
362940.2616,1
362941.2603,1
362945.0866,1
362945.2025,1
362945.43799999997,1
362945.7659,1
362946.0655,1
362946.6191,1
362948.5674,1
362948.7711,1
362950.3922,1
362950.4328,1
362950.7144,1
362952.7253,1
362955.2749,1
362955.3465,1
362955.43100000004,1
362958.3247,1
362959.0159,1
362959.4606,1
362960.6157,1
362961.3099,1
362962.936,1
362963.6964,1
362964.2496,1
362964.3939,1
362964.8582,1
362965.8688,1
362965.8805,1
362965.9944,1
362967.0813,1
362967.2386,1
362967.4171,1
362967.7982,1
362969.3796,1
362971.401,1
362971.9032,1
362973.2513,1
362973.3383,1
362973.4338,1
362976.8521,1
362978.3504,1
362978.4496,1
362979.6893,1
362981.7213,1
362983.01200000005,1
362983.51399999997,1
362984.8512,1
362987.1056,1
362987.1114,1
362989.5733,1
362989.9888,1
362990.8386,1
362991.3114,1
362993.1907,1
362993.9381,1
362994.67600000004,1
362994.6808,1
362996.0753,1
